Season,WTeamID,LTeamID,WSeed,LSeed,WRPI,LRPI,WPOM,LPOM,WSAG,LSAG
2003,1257,1122,4,13,11,73,14,123,6,103
2003,1268,1423,6,11,37,51,19,47,21,51
2003,1268,1462,6,3,37,20,19,17,21,13
2003,1277,1160,7,10,31,46,25,28,36,33
2003,1277,1196,7,2,31,15,25,6,36,7
2003,1277,1268,7,6,31,37,25,19,36,21
2003,1329,1335,6,11,22,59,29,43,25,49
2003,1338,1447,2,15,8,103,2,188,3,174
2003,1338,1231,2,7,8,47,2,46,3,41
2003,1345,1261,9,8,30,39,38,21,34,27
2003,1393,1264,3,14,9,55,15,63,12,69
2003,1393,1329,3,6,9,22,15,29,12,25
2003,1393,1120,3,10,9,36,15,45,12,43
2003,1393,1328,3,1,9,3,15,9,12,8
2003,1393,1400,3,1,9,4,15,7,12,5
2003,1393,1242,3,2,9,6,15,4,12,4
2003,1400,1421,1,16,4,186,7,273,5,251
2003,1400,1345,1,9,4,30,7,38,5,34
2003,1400,1163,1,5,4,28,7,23,5,23
2003,1400,1277,1,7,4,31,7,25,5,36
2003,1428,1332,9,8,16,50,37,42,38,30
2003,1448,1190,2,15,7,125,12,147,9,133
2003,1462,1407,3,14,20,66,17,69,13,78
2004,1197,1250,16,16,262,194,276,218,287,222
2004,1104,1356,8,9,26,25,34,45,33,36
2004,1104,1390,8,1,26,7,34,12,33,6
2004,1104,1393,8,5,26,14,34,27,33,35
2004,1163,1436,2,15,5,115,8,162,7,150
2004,1163,1177,2,7,5,37,8,52,7,47
2004,1163,1435,2,6,5,27,8,24,7,21
2004,1163,1104,2,8,5,26,8,34,7,33
2004,1163,1181,2,1,5,1,8,1,7,1
2004,1163,1210,2,3,5,16,8,10,7,8
2004,1177,1173,7,10,37,40,52,61,47,56
2004,1181,1106,1,16,1,230,1,278,1,263
2004,1181,1371,1,8,1,28,1,28,1,34
2004,1181,1228,1,5,1,23,1,19,1,18
2004,1181,1462,1,7,1,35,1,26,1,37
2004,1211,1434,2,15,9,139,2,132,3,151
2004,1264,1196,12,5,42,13,56,18,57,19
2004,1268,1431,4,13,18,46,16,43,17,42
2004,1305,1277,10,7,29,39,22,37,25,44
2004,1305,1211,10,2,29,9,22,2,25,3
2004,1314,1102,6,11,19,70,11,47,13,43
2004,1371,1112,8,9,28,41,28,33,34,32
2004,1386,1251,1,16,3,165,5,181,2,196
2004,1386,1403,1,8,3,30,5,29,2,26
2004,1386,1448,1,4,3,20,5,13,2,11
2004,1390,1427,1,16,7,200,12,216,6,233
2004,1393,1140,5,12,14,31,27,31,35,30
2004,1393,1268,5,4,14,18,27,16,35,17
2004,1400,1343,3,14,10,121,17,102,15,116
2004,1400,1314,3,6,10,19,17,11,15,13
2004,1403,1150,8,9,30,34,29,39,26,31
2004,1448,1433,4,13,20,54,13,82,11,79
2004,1448,1264,4,12,20,42,13,56,11,57
2004,1130,1428,6,11,22,36,40,44,38,39
2004,1153,1190,4,13,11,61,15,67,14,73
2004,1210,1320,3,14,16,59,10,80,8,84
2004,1210,1130,3,6,16,22,10,40,8,38
2004,1210,1305,3,10,16,29,10,22,8,25
2004,1210,1242,3,4,16,15,10,25,8,23
2004,1210,1329,3,2,16,6,10,9,8,5
2004,1228,1293,5,12,23,58,19,63,18,50
2004,1228,1153,5,4,23,11,19,15,18,14
2004,1242,1227,4,13,15,87,25,58,23,80
2004,1242,1334,4,12,15,65,25,71,23,72
2004,1242,1412,4,9,15,33,25,36,23,40
2004,1246,1197,1,16,2,262,4,276,4,287
2004,1272,1376,7,10,32,45,32,35,29,24
2004,1280,1284,2,15,4,116,7,188,9,181
2004,1301,1418,3,14,17,71,6,60,12,71
2004,1329,1186,2,15,6,127,9,129,5,127
2004,1329,1272,2,7,6,32,9,32,5,29
2004,1329,1338,2,3,6,8,9,3,5,10
2004,1329,1386,2,1,6,3,9,5,5,2
2004,1334,1344,12,5,65,21,71,21,72,22
2004,1338,1416,3,14,8,62,3,98,10,86
2004,1338,1458,3,6,8,12,3,14,10,16
2004,1412,1449,9,8,33,60,36,51,40,53
2004,1412,1246,9,1,33,2,36,4,40,4
2004,1435,1444,6,11,27,44,24,30,21,28
2004,1435,1301,6,3,27,17,24,6,21,12
2004,1458,1350,6,11,12,47,14,38,16,45
2004,1462,1257,7,10,35,24,26,23,37,20
2004,1462,1280,7,2,35,4,26,7,37,9
2004,1462,1400,7,3,35,10,26,17,37,15
2005,1324,1105,16,16,192,226,173,268,186,287
2005,1112,1429,3,14,8,50,15,26,12,44
2005,1112,1412,3,11,8,49,15,55,12,48
2005,1112,1329,3,2,8,5,15,7,12,6
2005,1130,1335,4,13,9,55,21,81,18,69
2005,1153,1234,7,10,24,43,25,27,23,26
2005,1211,1457,3,14,10,82,16,94,21,106
2005,1228,1192,1,16,2,169,1,193,1,201
2005,1228,1305,1,9,2,32,1,47,1,41
2005,1228,1454,1,12,2,58,1,42,1,36
2005,1228,1112,1,3,2,8,1,15,1,12
2005,1228,1257,1,4,2,12,1,9,1,7
2005,1246,1184,2,15,11,116,13,148,8,144
2005,1246,1153,2,7,11,24,13,25,8,23
2005,1246,1428,2,6,11,23,13,19,8,24
2005,1305,1400,9,8,32,42,47,34,41,25
2005,1328,1310,3,14,18,95,17,117,10,127
2005,1334,1338,8,9,22,36,39,22,27,29
2005,1403,1417,6,11,28,38,36,46,22,51
2005,1403,1211,6,3,28,10,36,16,22,21
2005,1412,1261,11,6,49,25,55,32,48,30
2005,1428,1431,6,11,23,33,19,62,24,52
2005,1428,1328,6,3,23,18,19,17,24,10
2005,1448,1151,2,15,7,135,5,165,4,143
2005,1449,1285,1,16,3,158,10,192,5,182
2005,1449,1334,1,8,3,22,10,39,5,27
2005,1452,1166,7,10,34,44,35,37,38,45
2005,1452,1448,7,2,34,7,35,5,38,4
2005,1452,1403,7,6,34,28,35,36,38,22
2005,1454,1104,12,5,58,17,42,18,36,16
2005,1454,1130,12,4,58,9,42,21,36,18
2005,1137,1242,14,3,64,1,110,12,114,9
2005,1163,1416,2,15,13,108,6,186,13,169
2005,1181,1175,1,16,4,129,3,199,3,210
2005,1181,1280,1,9,4,29,3,41,3,32
2005,1196,1325,4,13,19,48,11,86,14,75
2005,1210,1203,5,12,27,56,23,44,20,40
2005,1235,1278,9,8,62,40,45,31,50,37
2005,1257,1418,4,13,12,47,9,58,7,76
2005,1257,1210,4,5,12,27,9,23,7,20
2005,1257,1449,4,1,12,3,9,10,7,5
2005,1257,1452,4,7,12,34,9,35,7,38
2005,1277,1330,5,12,21,35,4,70,11,53
2005,1277,1436,5,13,21,26,4,73,11,43
2005,1277,1181,5,1,21,4,4,3,11,3
2005,1277,1246,5,2,21,11,4,13,11,8
2005,1280,1390,9,8,29,41,41,38,32,49
2005,1301,1150,10,7,63,31,24,49,28,46
2005,1301,1163,10,2,63,13,24,6,28,13
2005,1314,1324,1,16,6,192,2,173,2,186
2005,1314,1235,1,9,6,62,2,45,2,50
2005,1314,1437,1,5,6,15,2,8,2,17
2005,1314,1458,1,6,6,14,2,20,2,19
2005,1314,1277,1,5,6,21,2,4,2,11
2005,1314,1228,1,1,6,2,2,1,2,1
2005,1329,1368,2,15,5,115,7,131,6,140
2005,1329,1356,2,7,5,16,7,29,6,31
2005,1356,1388,7,10,16,30,29,63,31,55
2005,1436,1393,13,4,26,20,73,14,43,15
2005,1437,1307,5,12,15,67,8,28,17,39
2005,1437,1196,5,4,15,19,8,11,17,14
2005,1458,1320,6,11,14,37,20,50,19,42
2005,1458,1137,6,14,14,64,20,110,19,114
2005,1458,1301,6,10,14,63,20,24,19,28
2006,1284,1214,16,16,144,284,194,261,177,278
2006,1104,1266,10,7,57,31,71,22,57,31
2006,1130,1334,4,13,22,88,19,89,17,79
2006,1130,1285,4,12,22,61,19,90,17,100
2006,1181,1380,1,16,1,132,1,175,1,205
2006,1181,1203,1,8,1,37,1,31,1,22
2006,1196,1375,3,14,15,66,5,75,6,91
2006,1196,1454,3,11,15,53,5,68,6,66
2006,1196,1207,3,7,15,36,5,17,6,16
2006,1196,1437,3,1,15,2,5,3,6,3
2006,1196,1206,3,11,15,26,5,28,6,38
2006,1196,1417,3,2,15,10,5,12,6,13
2006,1203,1423,8,9,37,28,31,40,22,48
2006,1211,1462,3,14,9,80,27,67,18,59
2006,1211,1231,3,6,9,34,27,41,18,25
2006,1228,1102,4,13,14,50,11,49,7,56
2006,1231,1361,6,11,34,56,41,51,25,62
2006,1261,1233,4,13,13,64,13,61,12,61
2006,1261,1401,4,12,13,44,13,33,12,39
2006,1261,1181,4,1,13,1,13,1,12,1
2006,1261,1400,4,2,13,8,13,6,12,4
2006,1285,1305,12,5,61,19,90,21,100,27
2006,1397,1457,2,15,6,73,15,91,14,71
2006,1401,1393,12,5,44,17,33,52,39,26
2006,1417,1125,2,15,10,115,12,143,13,182
2006,1417,1104,2,10,10,57,12,71,13,57
2006,1417,1211,2,3,10,9,12,27,13,18
2006,1417,1272,2,1,10,4,12,7,13,5
2006,1417,1261,2,4,10,13,12,13,13,12
2006,1449,1429,5,12,35,46,20,66,20,67
2006,1449,1228,5,4,35,14,20,11,20,7
2006,1454,1328,11,6,53,16,68,38,66,35
2006,1455,1371,7,10,27,58,39,56,32,58
2006,1455,1397,7,2,27,6,39,15,32,14
2006,1112,1458,8,9,23,24,35,34,41,36
2006,1133,1242,13,4,33,20,32,4,37,11
2006,1133,1338,13,5,33,11,32,8,37,10
2006,1137,1116,9,8,42,45,42,16,43,19
2006,1163,1107,1,16,3,119,2,137,2,154
2006,1163,1246,1,8,3,41,2,30,2,34
2006,1163,1449,1,5,3,35,2,20,2,20
2006,1206,1277,11,6,26,18,28,23,38,29
2006,1206,1314,11,3,26,12,28,10,38,9
2006,1206,1455,11,7,26,27,28,39,38,32
2006,1206,1163,11,1,26,3,28,2,38,2
2006,1207,1320,7,10,36,25,17,24,16,33
2006,1207,1326,7,2,36,5,17,9,16,8
2006,1246,1412,8,9,41,32,30,44,34,44
2006,1272,1331,1,16,4,131,7,128,5,121
2006,1272,1137,1,9,4,42,7,42,5,43
2006,1272,1133,1,13,4,33,7,32,5,37
2006,1301,1143,10,7,51,52,25,50,24,51
2006,1314,1293,3,14,12,65,10,93,9,92
2006,1322,1234,14,3,60,7,74,14,87,15
2006,1326,1172,2,15,5,94,9,120,8,125
2006,1338,1245,5,12,11,48,8,59,10,65
2006,1400,1335,2,15,8,98,6,103,4,97
2006,1400,1301,2,10,8,51,6,25,4,24
2006,1400,1452,2,6,8,38,6,18,4,21
2006,1437,1284,1,16,2,144,3,194,3,177
2006,1437,1112,1,8,2,23,3,35,3,41
2006,1437,1130,1,4,2,22,3,19,3,17
2006,1452,1356,6,11,38,29,18,48,21,45
2006,1452,1322,6,14,38,60,18,74,21,87
2007,1310,1197,16,16,136,171,169,256,162,231
2007,1130,1403,7,10,32,53,42,68,34,64
2007,1139,1330,5,12,27,40,27,69,21,68
2007,1139,1268,5,4,27,16,27,11,21,11
2007,1207,1125,2,15,9,116,6,132,8,126
2007,1207,1130,2,7,9,32,6,42,8,34
2007,1207,1435,2,6,9,46,6,51,8,54
2007,1207,1314,2,1,9,2,6,1,8,1
2007,1231,1211,7,10,28,61,20,54,28,46
2007,1257,1390,6,11,37,63,15,53,33,53
2007,1268,1172,4,13,16,48,11,74,11,55
2007,1277,1266,9,8,24,22,13,28,22,36
2007,1314,1184,1,16,2,126,1,188,1,168
2007,1314,1277,1,9,2,24,1,13,1,22
2007,1314,1425,1,5,2,47,1,43,1,35
2007,1326,1148,1,16,1,147,4,174,2,193
2007,1326,1462,1,9,1,33,4,34,2,41
2007,1326,1397,1,5,1,12,4,39,2,24
2007,1326,1272,1,2,1,8,4,9,2,7
2007,1326,1207,1,2,1,9,4,6,2,8
2007,1338,1460,3,14,5,72,12,97,10,88
2007,1338,1433,3,11,5,44,12,72,10,58
2007,1401,1335,3,14,17,88,5,102,9,110
2007,1401,1257,3,6,17,37,5,15,9,33
2007,1417,1451,2,15,3,143,8,184,6,153
2007,1417,1231,2,7,3,28,8,20,6,28
2007,1417,1338,2,3,3,5,8,12,6,10
2007,1417,1242,2,1,3,11,8,2,6,4
2007,1433,1181,11,6,44,15,72,10,58,13
2007,1435,1203,6,11,46,71,51,82,54,71
2007,1435,1450,6,3,46,25,51,33,54,23
2007,1450,1331,3,14,25,90,33,94,23,96
2007,1462,1140,9,8,33,18,34,55,41,44
2007,1196,1238,1,16,6,168,3,292,3,232
2007,1196,1345,1,9,6,42,3,22,3,32
2007,1196,1139,1,5,6,27,3,27,3,21
2007,1196,1332,1,3,6,21,3,21,3,15
2007,1196,1417,1,2,6,3,3,8,3,6
2007,1196,1326,1,1,6,1,3,4,3,2
2007,1242,1310,1,16,11,136,2,169,4,162
2007,1242,1246,1,8,11,13,2,18,4,18
2007,1242,1356,1,4,11,7,2,35,4,17
2007,1246,1437,8,9,13,19,18,19,18,20
2007,1272,1317,2,15,8,137,9,185,7,143
2007,1272,1305,2,7,8,23,9,63,7,31
2007,1272,1401,2,3,8,17,9,5,7,9
2007,1305,1166,7,10,23,20,63,32,31,30
2007,1332,1275,3,14,21,92,21,93,15,99
2007,1332,1457,3,11,21,70,21,71,15,37
2007,1332,1424,3,7,21,10,21,52,15,29
2007,1345,1112,9,8,42,14,22,23,32,12
2007,1356,1221,4,13,7,60,35,100,17,93
2007,1356,1439,4,5,7,34,35,26,17,25
2007,1397,1253,5,12,12,79,39,131,24,91
2007,1397,1438,5,4,12,55,39,48,24,39
2007,1400,1308,4,13,26,69,16,96,16,83
2007,1424,1210,7,10,10,52,52,14,29,19
2007,1424,1458,7,2,10,4,52,7,29,5
2007,1425,1116,5,12,47,35,43,30,35,40
2007,1425,1400,5,4,47,26,43,16,35,16
2007,1438,1107,4,13,55,78,48,150,39,124
2007,1439,1228,5,12,34,29,26,24,25,45
2007,1457,1323,11,6,70,31,71,17,37,14
2007,1458,1394,2,15,4,81,7,129,5,86
2008,1291,1164,16,16,159,228,169,309,178,288
2008,1181,1125,2,15,7,79,6,160,5,134
2008,1242,1340,1,16,5,90,1,126,2,118
2008,1242,1424,1,8,5,24,1,53,2,45
2008,1242,1437,1,12,5,51,1,51,2,53
2008,1242,1172,1,10,5,35,1,33,2,26
2008,1242,1314,1,1,5,2,1,5,2,1
2008,1242,1272,1,1,5,3,1,3,2,4
2008,1243,1425,11,6,50,28,15,20,32,22
2008,1266,1246,6,11,20,57,12,61,14,60
2008,1277,1396,5,12,16,47,17,65,18,64
2008,1277,1338,5,4,16,15,17,26,18,16
2008,1323,1206,5,12,26,61,27,93,23,87
2008,1338,1331,4,13,15,53,26,79,16,72
2008,1345,1124,6,11,45,43,25,39,29,38
2008,1390,1165,3,14,14,65,10,132,10,105
2008,1390,1266,3,6,14,20,10,12,10,14
2008,1401,1140,9,8,41,25,16,44,27,30
2008,1417,1290,1,16,4,223,2,318,3,304
2008,1417,1401,1,9,4,41,2,16,3,27
2008,1417,1443,1,12,4,39,2,64,3,46
2008,1417,1462,1,3,4,9,2,18,3,11
2008,1424,1245,8,9,24,21,53,66,45,41
2008,1450,1457,4,13,23,108,11,109,12,107
2008,1450,1323,4,5,23,26,11,27,12,23
2008,1452,1112,7,10,29,37,23,22,19,28
2008,1452,1181,7,2,29,7,23,6,19,5
2008,1458,1168,3,14,11,80,4,110,6,83
2008,1458,1243,3,11,11,50,4,15,6,32
2008,1462,1208,3,14,9,98,18,81,11,91
2008,1462,1345,3,6,9,45,18,25,11,29
2008,1462,1452,3,7,9,29,18,23,11,19
2008,1116,1231,9,8,31,22,40,19,39,21
2008,1139,1375,7,10,17,38,32,75,24,55
2008,1172,1211,10,7,35,30,33,28,26,25
2008,1172,1207,10,2,35,8,33,8,26,8
2008,1172,1458,10,3,35,11,33,4,26,6
2008,1207,1420,2,15,8,88,8,145,8,124
2008,1257,1129,3,14,13,87,9,131,13,106
2008,1257,1328,3,6,13,27,9,36,13,33
2008,1257,1397,3,2,13,1,9,14,13,7
2008,1272,1426,1,16,3,147,3,186,4,168
2008,1272,1280,1,8,3,40,3,34,4,40
2008,1272,1277,1,5,3,16,3,17,4,18
2008,1272,1400,1,2,3,6,3,7,4,9
2008,1272,1417,1,1,3,4,3,2,4,3
2008,1274,1388,7,10,34,36,47,46,36,31
2008,1280,1332,8,9,40,58,34,37,40,35
2008,1314,1291,1,16,2,159,5,169,1,178
2008,1314,1116,1,9,2,31,5,40,1,39
2008,1314,1450,1,4,2,23,5,11,1,12
2008,1314,1257,1,3,2,13,5,9,1,13
2008,1328,1386,6,11,27,44,36,55,33,51
2008,1360,1163,13,4,94,18,117,21,112,20
2008,1373,1435,13,4,66,12,113,48,97,34
2008,1397,1110,2,15,1,91,14,159,7,155
2008,1397,1139,2,7,1,17,14,32,7,24
2008,1400,1122,2,15,6,84,7,170,9,152
2008,1400,1274,2,7,6,34,7,47,9,36
2008,1400,1390,2,3,6,14,7,10,9,10
2008,1437,1155,12,5,51,19,51,13,53,17
2008,1437,1373,12,13,51,66,51,113,53,97
2008,1443,1179,12,5,39,10,64,24,46,15
2008,1443,1360,12,13,39,94,64,117,46,112
2009,1287,1106,16,16,141,179,167,195,187,210
2009,1163,1151,1,16,8,174,3,213,3,208
2009,1163,1401,1,9,8,36,3,52,3,46
2009,1163,1345,1,5,8,20,3,14,3,11
2009,1163,1281,1,3,8,10,3,10,3,10
2009,1181,1127,2,15,1,88,7,162,4,158
2009,1181,1400,2,7,1,41,7,28,4,29
2009,1211,1103,4,13,26,99,5,91,8,101
2009,1211,1443,4,12,26,43,5,99,8,87
2009,1261,1139,8,9,37,24,46,43,40,33
2009,1268,1143,10,7,55,39,54,29,44,28
2009,1272,1169,2,15,7,127,1,104,6,122
2009,1272,1268,2,10,7,55,1,54,6,44
2009,1276,1155,10,7,44,28,49,22,35,19
2009,1314,1347,1,16,3,132,2,170,1,164
2009,1314,1261,1,8,3,37,2,46,1,40
2009,1314,1211,1,4,3,26,2,5,1,8
2009,1314,1328,1,2,3,5,2,17,1,9
2009,1314,1437,1,3,3,13,2,19,1,16
2009,1314,1277,1,2,3,6,2,13,1,7
2009,1328,1288,2,15,5,130,17,139,9,144
2009,1328,1276,2,10,5,44,17,49,9,35
2009,1328,1393,2,3,5,12,17,15,9,13
2009,1345,1320,5,12,20,59,14,82,11,82
2009,1345,1449,5,4,20,14,14,16,11,18
2009,1400,1278,7,10,41,42,28,45,29,32
2009,1401,1140,9,8,36,29,52,18,46,23
2009,1417,1433,6,11,33,50,9,55,17,76
2009,1437,1110,3,14,13,73,19,109,16,112
2009,1437,1417,3,6,13,33,19,9,16,17
2009,1437,1181,3,2,13,1,19,7,16,4
2009,1437,1338,3,1,13,2,19,6,16,2
2009,1443,1228,12,5,43,22,99,23,87,21
2009,1449,1280,4,13,14,63,16,60,18,70
2009,1112,1428,12,5,62,9,39,25,43,26
2009,1112,1156,12,13,62,52,39,68,43,67
2009,1113,1396,6,11,31,30,12,47,20,52
2009,1156,1448,13,4,52,16,68,21,67,12
2009,1173,1452,11,6,27,21,83,8,64,14
2009,1242,1295,3,14,11,87,11,71,15,79
2009,1242,1173,3,11,11,27,11,83,15,64
2009,1257,1287,1,16,4,141,4,167,5,187
2009,1257,1373,1,9,4,18,4,65,5,58
2009,1257,1112,1,12,4,62,4,39,5,43
2009,1266,1429,6,11,35,23,20,56,22,41
2009,1277,1352,2,15,6,109,13,122,7,137
2009,1277,1425,2,10,6,38,13,27,7,34
2009,1277,1242,2,3,6,11,13,11,7,15
2009,1277,1257,2,1,6,4,13,4,7,5
2009,1277,1163,2,1,6,8,13,3,7,3
2009,1281,1165,3,14,10,115,10,100,10,118
2009,1281,1266,3,6,10,35,10,20,10,22
2009,1281,1272,3,2,10,7,10,1,10,6
2009,1329,1397,8,9,19,25,33,32,30,36
2009,1338,1190,1,16,2,116,6,113,2,133
2009,1338,1329,1,8,2,19,6,33,2,30
2009,1338,1462,1,4,2,17,6,24,2,24
2009,1373,1326,9,8,18,32,65,36,58,25
2009,1393,1372,3,14,12,74,15,93,13,95
2009,1393,1113,3,6,12,31,15,12,13,20
2009,1425,1130,10,7,38,60,27,59,34,47
2009,1458,1199,12,5,45,15,30,35,31,27
2009,1462,1340,4,13,17,113,24,117,24,102
2009,1462,1458,4,12,17,45,24,30,24,31
2010,1115,1457,16,16,183,160,238,212,239,210
2010,1124,1358,3,14,9,70,12,102,8,106
2010,1124,1330,3,11,9,27,12,33,8,43
2010,1124,1388,3,10,9,35,12,43,8,30
2010,1139,1431,5,12,12,38,26,34,22,33
2010,1139,1293,5,13,12,57,26,57,22,61
2010,1139,1393,5,1,12,5,26,5,22,3
2010,1139,1243,5,2,12,6,26,9,22,6
2010,1139,1277,5,5,12,28,26,24,22,25
2010,1140,1196,7,10,23,56,7,49,9,48
2010,1242,1250,1,16,1,152,2,180,1,204
2010,1243,1317,2,15,6,104,9,169,6,154
2010,1243,1140,2,7,6,23,9,7,6,9
2010,1243,1462,2,6,6,19,9,22,6,18
2010,1246,1190,1,16,2,121,6,142,4,156
2010,1246,1448,1,9,2,39,6,50,4,45
2010,1246,1165,1,12,2,46,6,66,4,52
2010,1293,1435,13,4,57,26,57,36,61,27
2010,1307,1285,3,14,10,97,47,105,23,102
2010,1320,1424,9,8,17,48,32,37,31,44
2010,1320,1242,9,1,17,1,32,2,31,1
2010,1325,1207,14,3,95,7,100,11,112,11
2010,1330,1323,11,6,27,49,33,38,43,39
2010,1388,1350,10,7,35,25,43,48,30,41
2010,1388,1437,10,2,35,11,43,15,30,7
2010,1397,1361,6,11,14,18,35,40,19,38
2010,1397,1325,6,14,14,95,35,100,19,112
2010,1397,1326,6,2,14,22,35,4,19,12
2010,1437,1352,2,15,11,129,15,188,7,188
2010,1448,1400,9,8,39,29,50,17,45,13
2010,1449,1266,11,6,41,50,29,28,42,24
2010,1449,1307,11,3,41,10,29,47,42,23
2010,1143,1257,8,9,20,37,14,39,29,37
2010,1165,1396,12,5,46,8,66,18,52,16
2010,1165,1458,12,4,46,21,66,3,52,14
2010,1181,1115,1,16,3,183,1,238,2,239
2010,1181,1143,1,8,3,20,1,14,2,29
2010,1181,1345,1,4,3,16,1,13,2,10
2010,1181,1124,1,3,3,9,1,12,2,8
2010,1181,1452,1,2,3,4,1,8,2,5
2010,1181,1139,1,5,3,12,1,26,2,22
2010,1210,1329,10,7,33,32,27,44,32,36
2010,1211,1199,8,9,36,42,56,19,35,26
2010,1268,1222,4,13,24,110,10,85,15,100
2010,1277,1308,5,12,28,51,24,115,25,98
2010,1277,1268,5,4,28,24,24,10,25,15
2010,1277,1320,5,9,28,17,24,32,25,31
2010,1277,1397,5,6,28,14,24,35,25,19
2010,1281,1155,10,7,44,34,21,16,21,28
2010,1326,1364,2,15,22,94,4,152,12,126
2010,1326,1210,2,10,22,33,4,27,12,32
2010,1338,1324,3,14,15,52,30,141,20,103
2010,1345,1373,4,13,16,31,13,58,10,53
2010,1345,1401,4,5,16,13,13,23,10,17
2010,1393,1436,1,16,5,118,5,129,3,145
2010,1393,1211,1,8,5,36,5,56,3,35
2010,1401,1429,5,12,13,30,23,20,17,40
2010,1452,1288,2,15,4,103,8,149,5,144
2010,1452,1281,2,10,4,44,8,21,5,21
2010,1452,1449,2,11,4,41,8,29,5,42
2010,1452,1246,2,1,4,2,8,6,5,4
2010,1458,1459,4,13,21,69,3,87,14,82
2010,1462,1278,6,11,19,62,22,25,18,46
2010,1462,1338,6,3,19,15,22,30,18,20
2011,1155,1412,12,12,57,31,24,56,42,53
2011,1421,1114,16,16,147,188,143,210,155,207
2011,1427,1106,16,16,194,257,219,295,219,308
2011,1433,1425,11,11,49,67,84,44,77,62
2011,1433,1207,11,6,49,13,84,31,77,16
2011,1433,1345,11,3,49,12,84,8,77,9
2011,1433,1199,11,10,49,55,84,42,77,44
2011,1433,1242,11,1,49,1,84,3,77,2
2011,1139,1330,8,9,33,20,54,52,46,39
2011,1139,1338,8,1,33,10,54,5,46,5
2011,1139,1458,8,4,33,16,54,9,46,11
2011,1139,1196,8,2,33,8,54,19,46,18
2011,1139,1433,8,11,33,49,54,84,46,77
2011,1140,1459,3,14,5,109,13,86,6,97
2011,1140,1211,3,11,5,56,13,27,6,41
2011,1153,1281,6,11,36,37,23,34,17,28
2011,1163,1137,3,14,14,79,17,90,14,88
2011,1163,1153,3,6,14,36,17,23,14,17
2011,1163,1361,3,2,14,3,17,6,14,4
2011,1163,1112,3,5,14,19,17,25,14,22
2011,1163,1246,3,4,14,7,17,7,14,12
2011,1163,1139,3,8,14,33,17,54,14,46
2011,1196,1364,2,15,8,157,19,125,18,144
2011,1196,1417,2,7,8,44,19,53,18,47
2011,1196,1140,2,3,8,5,19,13,18,6
2011,1211,1385,11,6,56,26,27,35,41,23
2011,1243,1429,5,12,23,15,29,16,25,21
2011,1246,1343,4,13,7,40,7,87,12,76
2011,1246,1452,4,5,7,21,7,21,12,19
2011,1246,1326,4,1,7,2,7,1,12,1
2011,1246,1314,4,2,7,6,7,14,12,15
2011,1287,1257,13,4,77,17,95,12,108,13
2011,1338,1421,1,16,10,147,5,143,5,155
2011,1350,1435,12,5,41,27,46,32,36,30
2011,1350,1287,12,13,41,77,46,95,36,108
2011,1361,1294,2,15,3,99,6,122,4,125
2011,1361,1396,2,7,3,30,6,38,4,32
2011,1396,1336,7,10,30,39,38,39,32,45
2011,1417,1277,7,10,44,45,53,41,47,37
2011,1452,1155,5,12,21,57,21,24,19,42
2011,1458,1125,4,13,16,51,9,18,11,34
2011,1458,1243,4,5,16,23,9,29,11,25
2011,1112,1272,5,12,19,28,25,85,22,67
