Season,WTeamID,LTeamID,WSeed,LSeed,WRPI,LRPI,WPOM,LPOM,WSAG,LSAG
1987,1177,1256,3,14,,,,,,
1987,1177,1385,3,6,,,,,,
1987,1196,1301,6,11,,,,,,
1987,1196,1345,6,3,,,,,,
1987,1207,1137,1,16,,,,,,
1987,1207,1326,1,9,,,,,,
1987,1207,1242,1,5,,,,,,
1987,1234,1365,2,15,,,,,,
1987,1234,1431,2,7,,,,,,
1987,1234,1328,2,6,,,,,,
1987,1242,1222,5,12,,,,,,
1987,1242,1283,5,13,,,,,,
1987,1261,1210,10,7,,,,,,
1987,1261,1396,10,2,,,,,,
1987,1261,1177,10,3,,,,,,
1987,1283,1155,13,4,,,,,,
1987,1326,1246,9,8,,,,,,
1987,1328,1409,6,11,,,,,,
1987,1328,1338,6,3,,,,,,
1987,1338,1265,3,14,,,,,,
1987,1345,1318,3,14,,,,,,
1987,1385,1455,6,11,,,,,,
1987,1393,1204,2,15,,,,,,
1987,1393,1443,2,10,,,,,,
1987,1393,1196,2,6,,,,,,
1987,1393,1314,2,1,,,,,,
1987,1393,1344,2,6,,,,,,
1987,1396,1380,2,15,,,,,,
1987,1431,1112,7,10,,,,,,
1987,1443,1452,10,7,,,,,,
1988,1120,1133,8,9,,,,,,
1988,1140,1150,4,13,,,,,,
1988,1177,1455,5,12,,,,,,
1988,1181,1131,2,15,,,,,,
1988,1181,1374,2,7,,,,,,
1988,1181,1348,2,11,,,,,,
1988,1181,1396,2,1,,,,,,
1988,1196,1385,6,11,,,,,,
1988,1243,1247,4,13,,,,,,
1988,1243,1177,4,5,,,,,,
1988,1243,1345,4,1,,,,,,
1988,1257,1333,5,12,,,,,,
1988,1257,1140,5,4,,,,,,
1988,1258,1461,10,7,,,,,,
1988,1272,1124,9,8,,,,,,
1988,1276,1129,3,14,,,,,,
1988,1276,1196,3,6,,,,,,
1988,1314,1317,2,15,,,,,,
1988,1314,1258,2,10,,,,,,
1988,1314,1276,2,3,,,,,,
1988,1328,1151,1,16,,,,,,
1988,1328,1120,1,8,,,,,,
1988,1328,1257,1,5,,,,,,
1988,1328,1437,1,6,,,,,,
1988,1328,1112,1,1,,,,,,
1988,1345,1192,1,16,,,,,,
1988,1345,1272,1,9,,,,,,
1988,1348,1281,11,6,,,,,,
1988,1348,1393,11,3,,,,,,
1988,1374,1323,7,10,,,,,,
1988,1393,1299,3,14,,,,,,
1988,1112,1165,1,16,,,,,,
1988,1112,1371,1,8,,,,,,
1988,1112,1234,1,5,,,,,,
1988,1112,1314,1,2,,,,,,
1988,1207,1261,8,9,,,,,,
1988,1210,1235,5,12,,,,,,
1988,1228,1427,3,14,,,,,,
1988,1234,1199,5,12,,,,,,
1988,1234,1424,5,4,,,,,,
1988,1242,1462,6,11,,,,,,
1988,1242,1293,6,14,,,,,,
1988,1242,1435,6,7,,,,,,
1988,1242,1243,6,4,,,,,,
1988,1242,1181,6,2,,,,,,
1988,1242,1328,6,1,,,,,,
1988,1246,1380,2,15,,,,,,
1988,1246,1268,2,7,,,,,,
1988,1268,1364,7,10,,,,,,
1988,1293,1301,14,3,,,,,,
1988,1338,1185,2,15,,,,,,
1988,1350,1231,13,4,,,,,,
1988,1350,1210,13,5,,,,,,
1988,1371,1431,8,9,,,,,,
1988,1396,1250,1,16,,,,,,
1988,1396,1207,1,8,,,,,,
1988,1396,1350,1,13,,,,,,
1988,1424,1283,4,13,,,,,,
1988,1435,1429,7,10,,,,,,
1988,1435,1338,7,2,,,,,,
1988,1437,1116,6,11,,,,,,
1988,1437,1228,6,3,,,,,,
1988,1437,1246,6,2,,,,,,
1989,1112,1352,1,16,,,,,,
1989,1112,1155,1,9,,,,,,
1989,1116,1258,5,12,,,,,,
1989,1123,1338,9,8,,,,,,
1989,1155,1388,9,8,,,,,,
1989,1177,1272,12,5,,,,,,
1989,1181,1354,2,15,,,,,,
1989,1181,1452,2,7,,,,,,
1989,1181,1278,2,11,,,,,,
1989,1181,1207,2,1,,,,,,
1989,1228,1270,1,16,,,,,,
1989,1228,1123,1,9,,,,,,
1989,1228,1257,1,4,,,,,,
1989,1228,1393,1,2,,,,,,
1989,1256,1247,9,8,,,,,,
1989,1257,1114,4,13,,,,,,
1989,1257,1116,4,5,,,,,,
1989,1278,1243,11,6,,,,,,
1989,1278,1373,11,14,,,,,,
1989,1292,1199,13,4,,,,,,
1989,1328,1190,1,16,,,,,,
1989,1328,1256,1,9,,,,,,
1989,1373,1390,14,3,,,,,,
1989,1424,1225,4,13,,,,,,
1989,1424,1177,4,12,,,,,,
1989,1424,1112,4,1,,,,,,
1989,1438,1344,5,12,,,,,,
1989,1438,1292,5,13,,,,,,
1989,1438,1328,5,1,,,,,,
1989,1452,1397,7,10,,,,,,
1989,1161,1196,10,7,,,,,,
1989,1191,1333,11,6,,,,,,
1989,1207,1343,1,16,,,,,,
1989,1207,1323,1,9,,,,,,
1989,1207,1301,1,5,,,,,,
1989,1231,1206,2,15,,,,,,
1989,1231,1431,2,7,,,,,,
1989,1234,1353,4,13,,,,,,
1989,1276,1462,3,14,,,,,,
1989,1276,1375,3,11,,,,,,
1989,1276,1314,3,2,,,,,,
1989,1276,1438,3,5,,,,,,
1989,1276,1228,3,1,,,,,,
1989,1276,1371,3,3,,,,,,
1989,1281,1166,3,14,,,,,,
1989,1281,1400,3,11,,,,,,
1989,1301,1376,5,12,,,,,,
1989,1301,1234,5,4,,,,,,
1989,1314,1380,2,15,,,,,,
1989,1314,1417,2,7,,,,,,
1989,1323,1435,9,8,,,,,,
1989,1371,1283,3,14,,,,,,
1989,1371,1191,3,11,,,,,,
1989,1371,1231,3,2,,,,,,
1989,1371,1424,3,4,,,,,,
1989,1371,1181,3,2,,,,,,
1989,1375,1104,11,6,,,,,,
1989,1393,1137,2,15,,,,,,
1989,1393,1161,2,10,,,,,,
1989,1393,1281,2,3,,,,,,
1989,1400,1210,11,6,,,,,,
1989,1417,1235,7,10,,,,,,
1989,1431,1261,7,10,,,,,,
1990,1116,1343,4,13,,,,,,
1990,1116,1173,4,12,,,,,,
1990,1116,1314,4,8,,,,,,
1990,1116,1400,4,10,,,,,,
1990,1123,1333,12,5,,,,,,
1990,1123,1257,12,4,,,,,,
1990,1143,1231,9,8,,,,,,
1990,1155,1140,5,12,,,,,,
1990,1155,1247,5,4,,,,,,
1990,1163,1131,1,16,,,,,,
1990,1163,1143,1,9,,,,,,
1990,1163,1155,1,5,,,,,,
1990,1173,1228,12,5,,,,,,
1990,1210,1190,4,13,,,,,,
1990,1210,1261,4,5,,,,,,
1990,1210,1277,4,1,,,,,,
1990,1210,1278,4,6,,,,,,
1990,1247,1379,4,13,,,,,,
1990,1257,1225,4,13,,,,,,
1990,1261,1437,5,12,,,,,,
1990,1277,1293,1,16,,,,,,
1990,1277,1364,1,9,,,,,,
1990,1314,1283,8,9,,,,,,
1990,1314,1328,8,1,,,,,,
1990,1326,1344,8,9,,,,,,
1990,1328,1406,1,16,,,,,,
1990,1364,1222,9,8,,,,,,
1990,1424,1114,1,16,,,,,,
1990,1424,1326,1,8,,,,,,
1990,1424,1123,1,12,,,,,,
1990,1424,1258,1,11,,,,,,
1990,1424,1210,1,4,,,,,,
1990,1424,1181,1,3,,,,,,
1990,1104,1161,7,10,,,,,,
1990,1104,1112,7,2,,,,,,
1990,1112,1378,2,15,,,,,,
1990,1181,1350,3,14,,,,,,
1990,1181,1385,3,6,,,,,,
1990,1181,1417,3,7,,,,,,
1990,1181,1163,3,1,,,,,,
1990,1181,1116,3,4,,,,,,
1990,1207,1411,3,14,,,,,,
1990,1242,1352,2,15,,,,,,
1990,1258,1308,11,6,,,,,,
1990,1258,1276,11,3,,,,,,
1990,1258,1104,11,7,,,,,,
1990,1276,1229,3,14,,,,,,
1990,1278,1431,6,11,,,,,,
1990,1278,1320,6,14,,,,,,
1990,1278,1393,6,2,,,,,,
1990,1320,1281,14,3,,,,,,
1990,1345,1419,2,15,,,,,,
1990,1385,1396,6,11,,,,,,
1990,1393,1164,2,15,,,,,,
1990,1393,1438,2,7,,,,,,
1990,1400,1208,10,7,,,,,,
1990,1400,1345,10,2,,,,,,
1990,1400,1462,10,6,,,,,,
1990,1417,1412,7,10,,,,,,
1990,1417,1242,7,2,,,,,,
1990,1438,1323,7,10,,,,,,
1990,1462,1243,6,11,,,,,,
1990,1462,1207,6,3,,,,,,
1991,1112,1384,2,15,,,,,,
1991,1112,1140,2,10,,,,,,
1991,1140,1438,10,7,,,,,,
1991,1163,1261,11,6,,,,,,
1991,1163,1462,11,14,,,,,,
1991,1166,1308,11,6,,,,,,
1991,1181,1419,2,15,,,,,,
1991,1181,1234,2,7,,,,,,
1991,1181,1163,2,11,,,,,,
1991,1181,1385,2,4,,,,,,
1991,1181,1424,2,1,,,,,,
1991,1181,1242,2,3,,,,,,
1991,1199,1425,7,10,,,,,,
1991,1231,1157,2,15,,,,,,
1991,1231,1199,2,7,,,,,,
1991,1234,1190,7,10,,,,,,
1991,1242,1309,3,14,,,,,,
1991,1242,1338,3,6,,,,,,
1991,1242,1231,3,2,,,,,,
1991,1242,1116,3,1,,,,,,
1991,1242,1314,3,1,,,,,,
1991,1301,1379,6,11,,,,,,
1991,1329,1307,3,14,,,,,,
1991,1329,1301,3,6,,,,,,
1991,1338,1208,6,11,,,,,,
1991,1350,1393,15,2,,,,,,
1991,1371,1337,3,14,,,,,,
1991,1371,1166,3,11,,,,,,
1991,1371,1112,3,2,,,,,,
1991,1396,1345,10,7,,,,,,
1991,1396,1350,10,15,,,,,,
1991,1396,1329,10,3,,,,,,
1991,1462,1304,14,3,,,,,,
1991,1104,1293,4,13,,,,,,
1991,1104,1448,4,5,,,,,,
1991,1113,1353,8,9,,,,,,
1991,1116,1209,1,16,,,,,,
1991,1116,1113,1,8,,,,,,
1991,1116,1104,1,4,,,,,,
1991,1185,1280,12,5,,,,,,
1991,1185,1336,12,13,,,,,,
1991,1207,1435,8,9,,,,,,
1991,1210,1177,8,9,,,,,,
1991,1277,1453,5,12,,,,,,
1991,1314,1318,1,16,,,,,,
1991,1314,1437,1,9,,,,,,
1991,1314,1185,1,12,,,,,,
1991,1314,1396,1,10,,,,,,
1991,1326,1406,1,16,,,,,,
1991,1326,1210,1,8,,,,,,
1991,1336,1417,13,4,,,,,,
1991,1385,1296,4,13,,,,,,
1991,1385,1400,4,5,,,,,,
1991,1385,1326,4,1,,,,,,
1991,1400,1389,5,12,,,,,,
1991,1424,1285,1,16,,,,,,
1991,1424,1207,1,8,,,,,,
1991,1424,1428,1,4,,,,,,
1991,1424,1371,1,3,,,,,,
1991,1428,1375,4,13,,,,,,
1991,1428,1277,4,5,,,,,,
1991,1437,1343,9,8,,,,,,
1991,1448,1256,5,12,,,,,,
1992,1104,1390,5,12,,,,,,
1992,1116,1293,3,14,,,,,,
1992,1163,1304,9,8,,,,,,
1992,1181,1144,1,16,,,,,,
1992,1181,1234,1,9,,,,,,
1992,1181,1371,1,4,,,,,,
1992,1181,1246,1,2,,,,,,
1992,1181,1231,1,2,,,,,,
1992,1181,1276,1,6,,,,,,
1992,1199,1285,3,14,,,,,,
1992,1199,1207,3,6,,,,,,
1992,1207,1378,6,11,,,,,,
1992,1210,1222,7,10,,,,,,
1992,1210,1425,7,2,,,,,,
1992,1231,1183,2,15,,,,,,
1992,1231,1261,2,7,,,,,,
1992,1231,1199,2,3,,,,,,
1992,1231,1417,2,1,,,,,,
1992,1234,1400,9,8,,,,,,
1992,1261,1140,7,10,,,,,,
1992,1272,1337,6,11,,,,,,
1992,1272,1116,6,3,,,,,,
1992,1272,1210,6,7,,,,,,
1992,1281,1452,5,12,,,,,,
1992,1314,1275,4,13,,,,,,
1992,1314,1104,4,5,,,,,,
1992,1326,1290,1,16,,,,,,
1992,1326,1163,1,9,,,,,,
1992,1326,1314,1,4,,,,,,
1992,1371,1247,4,13,,,,,,
1992,1371,1281,4,5,,,,,,
1992,1425,1419,2,15,,,,,,
1992,1153,1174,4,13,,,,,,
1992,1153,1277,4,5,,,,,,
1992,1153,1431,4,9,,,,,,
1992,1153,1272,4,6,,,,,,
1992,1190,1112,14,3,,,,,,
1992,1235,1150,10,7,,,,,,
1992,1242,1224,1,16,,,,,,
1992,1246,1330,2,15,,,,,,
1992,1246,1235,2,10,,,,,,
1992,1246,1269,2,3,,,,,,
1992,1257,1448,8,9,,,,,,
1992,1269,1200,3,14,,,,,,
1992,1269,1393,3,6,,,,,,
1992,1276,1396,6,11,,,,,,
1992,1276,1190,6,14,,,,,,
1992,1276,1329,6,2,,,,,,
1992,1276,1326,6,1,,,,,,
1992,1276,1153,6,4,,,,,,
1992,1277,1283,5,12,,,,,,
1992,1308,1177,12,5,,,,,,
1992,1308,1418,12,13,,,,,,
1992,1329,1204,2,15,,,,,,
1992,1329,1408,2,10,,,,,,
1992,1393,1343,6,11,,,,,,
1992,1408,1385,10,7,,,,,,
1992,1417,1352,1,16,,,,,,
1992,1417,1257,1,8,,,,,,
1992,1417,1308,1,12,,,,,,
1992,1418,1328,13,4,,,,,,
1992,1431,1191,9,8,,,,,,
1992,1431,1242,9,1,,,,,,
1993,1116,1221,4,13,,,,,,
1993,1116,1385,4,5,,,,,,
1993,1140,1374,7,10,,,,,,
1993,1143,1261,6,11,,,,,,
1993,1143,1181,6,3,,,,,,
1993,1181,1356,3,14,,,,,,
1993,1199,1191,3,14,,,,,,
1993,1199,1408,3,11,,,,,,
1993,1199,1443,3,7,,,,,,
1993,1228,1253,6,11,,,,,,
1993,1242,1123,2,15,,,,,,
1993,1242,1140,2,7,,,,,,
1993,1242,1143,2,6,,,,,,
1993,1242,1231,2,1,,,,,,
1993,1314,1187,1,16,,,,,,
1993,1314,1348,1,8,,,,,,
1993,1314,1116,1,4,,,,,,
1993,1314,1153,1,2,,,,,,
1993,1314,1242,1,2,,,,,,
1993,1314,1276,1,1,,,,,,
1993,1348,1345,8,9,,,,,,
1993,1365,1112,15,2,,,,,,
1993,1371,1398,2,15,,,,,,
1993,1385,1403,5,12,,,,,,
1993,1396,1281,7,10,,,,,,
1993,1396,1365,7,15,,,,,,
1993,1396,1435,7,3,,,,,,
1993,1408,1243,11,6,,,,,,
1993,1435,1129,3,14,,,,,,
1993,1435,1228,3,6,,,,,,
1993,1443,1272,7,10,,,,,,
1993,1443,1371,7,2,,,,,,
1993,1153,1164,2,15,,,,,,
1993,1153,1308,2,7,,,,,,
1993,1153,1438,2,6,,,,,,
1993,1203,1307,12,5,,,,,,
1993,1203,1380,12,13,,,,,,
1993,1231,1460,1,16,,,,,,
1993,1231,1462,1,9,,,,,,
1993,1231,1257,1,4,,,,,,
1993,1234,1419,4,13,,,,,,
1993,1246,1351,1,16,,,,,,
1993,1246,1428,1,8,,,,,,
1993,1246,1448,1,5,,,,,,
1993,1246,1199,1,3,,,,,,
1993,1257,1174,4,13,,,,,,
1993,1257,1329,4,5,,,,,,
1993,1269,1335,3,14,,,,,,
1993,1276,1157,1,16,,,,,,
1993,1276,1417,1,9,,,,,,
1993,1276,1203,1,12,,,,,,
1993,1276,1396,1,7,,,,,,
1993,1276,1246,1,1,,,,,,
1993,1308,1304,7,10,,,,,,
1993,1329,1266,5,12,,,,,,
1993,1380,1210,13,4,,,,,,
1993,1417,1235,9,8,,,,,,
1993,1428,1338,8,9,,,,,,
1993,1438,1264,6,11,,,,,,
1993,1438,1269,6,3,,,,,,
1993,1448,1151,5,12,,,,,,
1993,1448,1234,5,4,,,,,,
1993,1462,1309,9,8,,,,,,
1994,1104,1344,9,8,,,,,,
1994,1163,1351,2,15,,,,,,
1994,1163,1203,2,10,,,,,,
1994,1196,1241,3,14,,,,,,
1994,1196,1335,3,11,,,,,,
1994,1196,1163,3,2,,,,,,
1994,1196,1130,3,9,,,,,,
1994,1203,1412,10,7,,,,,,
1994,1242,1151,4,13,,,,,,
1994,1242,1448,4,5,,,,,,
1994,1268,1387,10,7,,,,,,
1994,1268,1269,10,2,,,,,,
1994,1269,1402,2,15,,,,,,
1994,1276,1337,3,14,,,,,,
1994,1276,1400,3,6,,,,,,
1994,1276,1268,3,10,,,,,,
1994,1281,1298,1,16,,,,,,
1994,1281,1458,1,9,,,,,,
1994,1281,1393,1,4,,,,,,
1994,1335,1304,11,6,,,,,,
1994,1345,1416,1,16,,,,,,
1994,1345,1104,1,9,,,,,,
1994,1345,1242,1,4,,,,,,
1994,1393,1218,4,13,,,,,,
1994,1393,1453,4,12,,,,,,
1994,1400,1443,6,11,,,,,,
1994,1448,1158,5,12,,,,,,
1994,1453,1143,12,5,,,,,,
1994,1458,1153,9,8,,,,,,
1994,1112,1259,2,15,,,,,,
1994,1112,1438,2,7,,,,,,
1994,1112,1257,2,3,,,,,,
1994,1112,1281,2,1,,,,,,
1994,1116,1299,1,16,,,,,,
1994,1116,1207,1,9,,,,,,
1994,1116,1409,1,12,,,,,,
1994,1116,1276,1,3,,,,,,
1994,1116,1112,1,2,,,,,,
1994,1116,1181,1,2,,,,,,
1994,1130,1450,9,8,,,,,,
1994,1130,1314,9,1,,,,,,
1994,1130,1231,9,5,,,,,,
1994,1181,1411,2,15,,,,,,
1994,1181,1277,2,7,,,,,,
1994,1181,1266,2,6,,,,,,
1994,1181,1345,2,1,,,,,,
1994,1181,1196,2,3,,,,,,
1994,1207,1228,9,8,,,,,,
1994,1231,1325,5,12,,,,,,
1994,1231,1396,5,4,,,,,,
1994,1246,1398,3,14,,,,,,
1994,1257,1129,3,14,,,,,,
1994,1257,1278,3,6,,,,,,
1994,1266,1418,6,11,,,,,,
1994,1266,1246,6,3,,,,,,
1994,1277,1371,7,10,,,,,,
1994,1278,1356,6,11,,,,,,
1994,1314,1251,1,16,,,,,,
1994,1329,1308,4,13,,,,,,
1994,1396,1180,4,13,,,,,,
1994,1409,1417,12,5,,,,,,
1994,1409,1329,12,4,,,,,,
1994,1438,1307,7,10,,,,,,
1995,1104,1335,5,12,,,,,,
1995,1113,1123,5,12,,,,,,
1995,1113,1264,5,13,,,,,,
1995,1153,1396,7,10,,,,,,
1995,1163,1151,2,15,,,,,,
1995,1163,1153,2,7,,,,,,
1995,1163,1268,2,3,,,,,,
1995,1242,1159,1,16,,,,,,
1995,1242,1443,1,8,,,,,,
1995,1246,1291,1,16,,,,,,
1995,1246,1408,1,9,,,,,,
1995,1246,1113,1,5,,,,,,
1995,1264,1328,13,4,,,,,,
1995,1268,1211,3,14,,,,,,
1995,1268,1400,3,11,,,,,,
1995,1275,1112,12,5,,,,,,
1995,1329,1180,4,13,,,,,,
1995,1329,1104,4,5,,,,,,
1995,1329,1448,4,1,,,,,,
1995,1329,1269,4,2,,,,,,
1995,1387,1278,9,8,,,,,,
1995,1400,1332,11,6,,,,,,
1995,1408,1140,9,8,,,,,,
1995,1438,1311,4,13,,,,,,
1995,1438,1275,4,12,,,,,,
1995,1438,1242,4,1,,,,,,
1995,1443,1276,8,9,,,,,,
1995,1448,1299,1,16,,,,,,
1995,1448,1387,1,9,,,,,,
1995,1116,1411,2,15,,,,,,
1995,1116,1393,2,7,,,,,,
1995,1116,1272,2,6,,,,,,
1995,1116,1438,2,4,,,,,,
1995,1116,1314,2,2,,,,,,
1995,1207,1462,6,11,,,,,,
1995,1207,1451,6,14,,,,,,
1995,1235,1196,7,10,,,,,,
1995,1269,1389,2,15,,,,,,
1995,1269,1390,2,10,,,,,,
1995,1269,1409,2,6,,,,,,
1995,1272,1257,6,11,,,,,,
1995,1272,1345,6,3,,,,,,
1995,1280,1365,5,12,,,,,,
1995,1280,1428,5,4,,,,,,
1995,1281,1231,8,9,,,,,,
1995,1314,1293,2,15,,,,,,
1995,1314,1235,2,7,,,,,,
1995,1314,1207,2,6,,,,,,
1995,1314,1246,2,1,,,,,,
1995,1330,1437,14,3,,,,,,
1995,1345,1453,3,14,,,,,,
1995,1390,1150,10,7,,,,,,
1995,1393,1356,7,10,,,,,,
1995,1409,1228,6,11,,,,,,
1995,1409,1330,6,14,,,,,,
1995,1417,1198,1,16,,,,,,
1995,1417,1281,1,8,,,,,,
1995,1417,1280,1,5,,,,,,
1995,1417,1163,1,2,,,,,,
1995,1417,1329,1,4,,,,,,
1995,1417,1116,1,2,,,,,,
1995,1428,1253,4,13,,,,,,
1995,1451,1277,14,3,,,,,,
1996,1116,1336,12,5,,,,,,
1996,1116,1266,12,4,,,,,,
1996,1163,1159,1,16,,,,,,
1996,1163,1185,1,9,,,,,,
1996,1180,1272,12,5,,,,,,
1996,1185,1181,9,8,,,,,,
1996,1208,1155,8,9,,,,,,
1996,1208,1345,8,1,,,,,,
1996,1235,1143,5,12,,,,,,
1996,1246,1363,1,16,,,,,,
1996,1246,1439,1,9,,,,,,
1996,1246,1428,1,4,,,,,,
1996,1246,1448,1,2,,,,,,
1996,1246,1269,1,1,,,,,,
1996,1246,1393,1,4,,,,,,
1996,1266,1284,4,13,,,,,,
1996,1269,1416,1,16,,,,,,
1996,1269,1390,1,9,,,,,,
1996,1269,1116,1,12,,,,,,
1996,1269,1207,1,2,,,,,,
1996,1280,1433,5,12,,,,,,
1996,1280,1343,5,13,,,,,,
1996,1280,1163,5,1,,,,,,
1996,1280,1153,5,2,,,,,,
1996,1343,1417,13,4,,,,,,
1996,1345,1441,1,16,,,,,,
1996,1390,1133,9,8,,,,,,
1996,1393,1286,4,13,,,,,,
1996,1393,1180,4,12,,,,,,
1996,1393,1208,4,8,,,,,,
1996,1393,1242,4,2,,,,,,
1996,1393,1280,4,5,,,,,,
1996,1428,1145,4,13,,,,,,
1996,1428,1235,4,5,,,,,,
1996,1439,1453,9,8,,,,,,
1996,1112,1434,3,14,,,,,,
1996,1112,1234,3,6,,,,,,
1996,1130,1231,11,6,,,,,,
